co,no,no2,o3,so2,pm2_5,pm10,nh3,aqi
961.3,0.25,19.88,9.39,4.83,34.14,41.63,10.51,4
1001.36,0.52,20.39,5.72,4.71,35.65,43.95,11.65,4
961.3,0.46,19.19,5.36,3.93,33.94,41.89,10.39,4
894.55,0.22,17.14,6.62,3.37,31.3,37.92,8.99,4
974.66,1.12,18.17,3,3.93,36.15,43.54,19.25,4
1188.28,4.53,20.22,0.19,5.78,47.3,56.56,40.03,4
1401.9,9.61,20.39,0.01,7.63,59.26,70.63,61.3,5
1628.88,15.42,20.56,0,9.54,71.85,85.08,84.1,5
1815.8,21.68,19.19,0,10.73,83.93,98.32,96.26,5
1922.61,28.16,15.08,0.67,10.97,92.41,108.09,76,5
781.06,4.86,14.22,21.1,8.46,33.31,37.58,7.85,4
654.22,2.65,10.63,48.64,6.86,30.2,33.5,5.19,4
600.82,1.06,6.68,90.12,6.08,37.19,40.22,4.62,4
514.03,0.39,3.09,108.72,4.59,39.26,41.72,4.02,4
453.95,0.25,2.01,107.29,3.43,36.54,38.52,3.64,4
440.6,0.22,1.78,108.72,2.89,37.82,39.63,3.83,4
433.92,0.21,1.89,110.15,2.65,40.62,42.49,4.18,4
433.92,0.2,2.21,110.15,2.62,43.19,45.15,4.62,4
440.6,0.18,2.7,105.86,2.5,43.57,45.5,4.94,4
487.33,0.22,4.67,92.98,2.65,44.54,46.61,6.21,4
567.44,0.11,8.4,75.1,3.37,45.91,48.68,7.47,4
640.87,0,11.48,60.8,4.29,46.81,50.59,7.41,4
714.3,0,13.54,51.5,4.77,47.28,52.22,7.28,4
807.76,0,15.59,40.41,4.83,49.66,56.12,7.54,4
921.25,0,17.48,30.04,5.01,53.79,62.35,8.11,5
1014.71,0.01,18.68,21.28,5.07,57.37,67.8,8.23,5
1028.06,0.01,17.99,18.06,4.65,55.44,66.24,7.28,5
961.3,0.01,16.11,20.39,4.35,49.61,59.15,6.33,4
907.9,0.01,14.74,21.1,4.23,45.05,53.21,5.89,4
921.25,0.03,15.08,15.74,4.11,46.06,53.87,6.78,4
947.95,0.1,16.11,11.09,4.23,48.67,56.09,8.49,4
974.66,0.2,16.97,7.78,4.59,51.1,58.19,9.37,5
974.66,0.3,16.62,5.99,5.36,50.69,57.82,7.73,5
907.9,1.34,15.59,8.76,7.63,45.71,52.75,6.02,4
640.87,1.79,11.65,21.82,8.46,27.95,32.32,3.93,4
614.17,1.57,9.94,25.39,6.2,22.95,26.22,3.71,3
554.09,0.88,8.91,30.4,5.01,18.03,20.65,3.93,2
413.9,0.4,5.48,35.41,3.25,10.56,12.23,3.23,2
347.14,0.21,3.51,40.41,2.38,7.3,8.41,2.88,1
333.79,0.14,2.87,48.64,2.18,8.08,9.02,2.88,1
370.5,0.12,3.43,58.65,2.86,12.54,13.54,3.1,2
447.27,0.11,4.88,66.52,4.29,20.94,22.15,3.48,3
520.71,0.08,6.26,68.67,5.31,28.42,29.75,3.42,4
574.11,0.05,8.48,61.51,5.96,31.39,32.95,3.58,4
634.19,0.01,12,48.64,6.8,31.92,34.02,4.05,4
687.6,0,15.08,36.84,7.45,30.7,33.48,4.75,4
720.98,0,16.11,28.97,7.03,29.28,32.85,5.57,4
741.01,0,16.28,21.99,6.02,27.93,32.54,5.89,4
747.68,0.02,15.94,15.74,5.25,26.57,32.17,5.89,4
747.68,0.06,15.25,11.27,4.59,25.64,31.71,5.7,4
734.33,0.09,14.57,8.58,4.05,24.99,30.82,5.57,3
727.65,0.12,14.22,7.24,3.87,24.82,29.84,5.51,3
720.98,0.14,14.4,6.44,4.17,24.98,29.61,5.45,3
714.3,0.13,14.4,6.71,4.53,25.04,29.37,5.26,4
694.28,0.1,13.88,7.96,4.53,24.75,28.92,5.07,3
667.57,0.07,13.37,9.48,4.59,23.8,27.83,4.94,3
640.87,0.07,13.2,10.28,4.89,22.74,27.07,4.88,3
627.52,0.26,13.2,10.91,5.66,21.91,26.66,4.81,3
620.84,0.59,12.85,11.8,6.38,20.62,25.03,4.37,3
680.92,1.37,13.54,10.19,7.45,21.97,26.47,4.5,3
707.63,1.84,13.37,11.36,8.35,21.69,26.03,4.56,3
480.65,0.73,8.91,22.89,5.66,11.96,14.5,3.17,2
423.91,0.22,7.54,26.11,4.89,8.75,10.43,2.95,1
423.91,0.11,7.37,27.9,4.77,8.42,9.74,3.07,1
447.27,0.2,8.05,30.76,5.31,9.22,10.46,3.23,1
487.33,0.35,9.43,33.62,6.2,10.94,12.28,3.26,2
500.68,0.34,10.28,32.19,6.02,11.59,12.94,2.88,2
560.76,0.32,13.02,24.32,5.96,13.38,15.38,3.48,2
674.25,0.22,17.99,13.77,6.74,16.98,20.25,4.75,2
781.06,0.5,21.94,5.9,7.63,20.75,25.54,6.27,3
867.84,1.33,23.31,1.9,8.11,24.34,30.59,7.79,3
881.2,2.1,22.28,0.66,7.87,26.11,33.47,7.66,4
867.84,2.54,20.74,0.4,7.51,26.39,34.67,7.09,4
821.11,2.1,19.88,0.72,7.03,24.85,33.14,6.4,3
754.36,1.01,18.85,2.01,6.14,22.43,29.51,5.7,3
674.25,0.26,16.79,5.14,5.25,19.87,25.22,5.13,2
660.9,0.27,14.91,5.81,4.23,19.78,24.35,5.26,2
727.65,0.71,14.4,3.17,3.61,22.87,27.82,7.03,3
794.41,1.45,14.05,1.43,3.52,26.55,32.16,9.88,4
847.82,2.35,13.37,0.63,3.7,29.36,35.37,11.65,4
854.49,2.68,12.34,0.56,3.82,29.79,35.48,8.99,4
794.41,3.47,10.45,4.29,4.59,26.03,30.95,6.33,4
607.49,2.77,7.88,15.38,4.53,16.38,19.49,3.86,2
607.49,2.4,8.31,20.21,4.59,15.13,17.97,3.48,2
594.14,1.58,9.25,21.1,5.01,13.01,15.45,3.26,2
447.27,0.54,7.11,23.96,3.61,8.19,9.78,2.6,1
410.56,0.37,6.34,26.46,3.13,6.97,8.23,2.5,1
423.91,0.29,6.51,28.97,2.77,7.58,8.69,2.72,1
447.27,0.24,7.2,29.68,2.77,8.61,9.69,2.95,1
453.95,0.2,7.97,28.25,3.01,8.82,9.92,3.01,1
453.95,0.18,8.48,25.39,3.01,8.17,9.25,2.88,1
467.3,0.16,9.6,22.17,3.13,8.04,9.19,2.98,1
514.03,0.06,12.34,17.7,3.7,9.13,10.62,3.36,1
567.44,0.04,14.91,13.41,4.35,10.94,12.95,3.74,2
614.17,0.08,16.11,10.55,4.53,12.96,15.67,4.43,2
660.9,0.13,16.79,7.96,4.59,15.27,19,5.19,2
687.6,0.24,16.79,5.81,4.77,17.31,21.98,5.57,2
700.95,0.36,16.45,4.25,4.77,18.41,23.37,5.7,2
680.92,0.39,15.59,3.49,4.47,17.92,22.78,5.64,2
654.22,0.37,14.91,3.13,4.29,17.08,21.62,5.57,2
627.52,0.38,14.74,2.79,4.47,16.41,20.52,5.26,2
614.17,0.43,14.74,2.41,4.65,16.23,19.86,5.19,2
614.17,0.48,14.74,2.12,4.83,16.24,19.42,5.26,2
614.17,0.53,14.74,1.92,4.89,16.13,18.83,5.13,2
607.49,0.63,14.4,1.86,4.83,15.81,18.09,4.56,2
547.41,1.13,10.63,5.72,3.99,11.22,12.93,3.2,2
527.38,1.38,9.34,7.78,3.79,9.4,11.02,2.82,1
507.36,1.29,9,10.19,3.82,8.81,10.44,2.57,1
460.63,0.69,8.57,15.38,3.4,8.09,9.53,2.31,1
440.6,0.47,8.05,19.49,3.1,7.82,9.1,2.31,1
433.92,0.36,7.8,22.53,2.89,8.02,9.19,2.38,1
460.63,0.28,8.65,24.32,3.37,9.31,10.62,2.66,1
507.36,0.31,10.28,25.39,4.41,11.65,13.25,3.07,2
554.09,0.3,11.65,25.75,5.07,13.57,15.34,3.26,2
614.17,0.67,13.37,27.9,5.6,15.91,17.93,3.67,2
700.95,0.13,17.82,22.17,6.62,19.24,21.81,4.18,2
787.74,0.02,21.08,16.45,7.63,22.53,25.64,4.56,3
834.47,0.05,22.28,11.98,8.11,24.76,28.1,4.75,3
834.47,0.09,21.94,8.67,8.11,25.11,28.6,4.69,4
807.76,0.17,20.74,6.17,7.75,24.16,27.65,4.5,3
767.71,0.28,19.36,4.6,7.09,22.34,25.59,4.24,3
761.03,0.37,18.51,3.49,6.2,21.69,24.64,4.31,3
747.68,0.39,17.48,3.04,5.31,21.08,23.71,4.43,3
734.33,0.45,16.28,2.75,4.65,20.3,22.64,4.5,3
700.95,0.53,14.91,2.41,4.23,18.86,20.85,4.24,2
667.57,0.62,13.71,2.03,3.93,17.05,18.68,3.93,2
634.19,0.68,12.85,1.77,3.82,15.47,16.84,3.67,2
614.17,0.8,12.85,1.43,4.17,14.66,15.96,3.55,2
567.44,2.18,10.37,6.35,4.29,11.55,13,2.95,2
534.06,2.21,9.17,10.46,3.99,9.82,11.39,2.76,1
480.65,1.59,8.31,17.52,3.82,8.57,10.18,2.57,1
407.22,0.89,6.86,28.61,3.37,7.09,8.5,2.41,1
390.53,0.59,6.43,34.33,3.28,6.71,8.05,2.47,1
407.22,0.43,6.86,37.19,3.58,7.51,8.87,2.76,1
473.98,0.43,9.08,34.69,4.89,9.86,11.45,3.29,1
540.73,0.47,11.65,31.47,6.08,12.63,14.5,3.52,2
580.79,0.38,13.02,28.97,5.72,14.16,16.08,3.39,2
680.92,0.61,14.91,22.71,4.83,17.05,19.46,4.31,2
867.84,0.41,20.56,11.98,5.07,22.87,26.41,6.27,3
1041.41,0.73,24.33,5.99,5.78,29.53,34.44,8.87,4
1148.22,0.91,25.02,4.51,6.14,35.57,41.53,11.15,4
1174.93,0.62,23.65,5.28,5.66,38.74,44.94,10.64,4
1174.93,0.51,22.96,5.68,5.19,41.19,47.69,9.63,4
1174.93,0.54,22.96,5.14,4.95,43.35,50.13,8.61,4
1161.58,0.39,21.76,5.45,4.47,43.71,50.03,7.6,4
1108.17,0.2,19.71,6.71,3.99,42.49,48.05,6.84,4
1094.82,0.19,18.17,6.71,3.67,42.5,47.95,6.97,4
1121.52,0.32,17.31,5.14,3.55,44.61,50.35,7.85,4
1134.87,0.55,16.79,3.62,3.52,46.37,51.93,8.87,4
1148.22,0.81,16.28,2.5,3.58,47.28,52.72,9.12,4
1121.52,1.03,15.59,2.03,3.93,46.49,52.11,8.23,4
834.47,2.15,15.94,9.74,7.57,30.31,34.38,5.26,4
